22077441,Ok today I have to find something to wear for fri cuz I don't think I have time any other day this week.. I'm thinking all black and pearls!
22077441,I am glad I'm having this show but I can't wait till it is over so I can rest and stop worrying !!
22077441,Honestly I don't even know what's going on anymore
22077441,@LovelyJ_Janelle hey sorry I'm sitting infront of this sewing mching ... @Iam_MarkyMark should be calling u soon :)
22077441,Sitting infront of this sewing machine ... I don't feel like doing this ... I'm tired and feeling lazy. And bored .. And lonely
22077441,Finally home alone!!!! Time to sing and dance around the house
22077441,Sadly I don't own a pic of me where I'm not at the bar, I don't have a drink in my hand or I'm not slightly intoxicated.. Lol
22077441,@Iam_MarkyMark chris and I aren't talking still
22077441,@Iam_MarkyMark NO! U don't!!
22077441,OMG the sun is out !!!!!! I just jumped up and down like a lil kid ... Its still cold though .. Lol
22077441,I need a good pic of myself to send to the flint journal .... Hmmm
22077441,I know today is gonna be a long day.. I'm still praying for some sunlight !!!
22077441,I'm fighting the urger to take this dog out the cage.. But she is sleeping .. I want to cuddle with her
22077441,Pizza sounds SOOOO good right now!
22077441,Watching "who is clark rockerfeller" I hope this is a good movie
22077441," Our family wedding " was a cute movie ... I had a good time with my god sis  @TRenee3 :)
22077441,@LovelyJ_Janelle I just got it .. Imma call u as soon as I leave this movie :)
22077441,Awww love is such a beautiful thing .. And such and amazing feelin...
22077441,@seanlamar919 I don't think u wanna meet the kinda girl that hangs out at rest stops lol
22077441,RT @Iam_MarkyMark: If u ? Flint&wanna support local talent..Come to the Glam&Glory Fashion Show on fri 3/19... Adv tix only $7
22077441,I'm seriously bout to kill my brother .. I just got out of church and he is pissin me off already imma cut him and patch him back up
22077441,Whooo that was the longest service I've been to in a long time !
22077441,Whoo this service is long ...
22077441,It HAS to be sunny tomorrow .. It just has to .. Cuz imma loose it if it is all dark and depressing one more day here
22077441,I really just wanna go back to sleep
22077441,#confession.   I can't live with my mama!!! Especially if I don't have my own car!
22077441,Michigan needs to get rid of daylight savings time.. I haven't seen any " daylight " since I've been here anyway
22077441,I just might take myself to see a movie tomorrow
22077441,If my mama walk back in this house with out a box of bomb pops and a rollin rack like I begged her we are gonna fight.. She might win though
22077441,I'm already messed up from this time difference and now I gotta figure this daylight savings time mess in here somewhere .
22077441,Is anybody gonna be @ refuge temple tomorrow? I may be at bedside baptist cuz my mama going to church in lansing
22077441,@HerrooRara idk I'm thinkin bout that now... Any suggestions?
22077441,@seanlamar919 lol it only hurts @ first
22077441,DANG!!! I'm bored ...why it aint nothing to do here ? Now I know why I always stayed in trouble when I lived here lol
22077441,We aint got no furniture or no carpet in my mama living room no more ... It look like we got robbed!
22077441,I wanna get a new tat before I leave flint
22077441,What's a family dinner with out a lil violence ?!? Lol
22077441,This food was good!! I'm glad I wore my stretch pants today! The itis is bout to kick in any min
22077441,I'm sitting here with @seanlamar919 waiting for dinner to start and sneakin food
22077441,@seanlamar919 I'm tryin to get her out of here
22077441,@seanlamar919 yea I heard she was in town.. Idk where els my mama is trying to go today.. I need some food though!
22077441,@seanlamar919 lol yea .. What time does inner start ?
22077441,@Iam_MarkyMark I think he is a vigilante
22077441,@seanlamar919 some kinda indoor flea market in burch run
22077441,@seanlamar919 omg this flea market is like red neck central!!! Lol
22077441,@Iam_MarkyMark he is buyin knives and sunglasses .. What the hell is he doin in his free time !?!
22077441,And my brother is in here buying knives .. Smh
22077441,Omg I'm ready to GO!! I'm in flea market hell... When she said " let's go to burch run " this is not what I had I mind !!!
22077441,@seanlamar919 it's today! U better call her
22077441,#worstfeeling.: my bb is dying .. I have my charger with me .. But no outlet to pulg it in ! Fml
22077441,My mama is takin us to a flea market for her b day
22077441,What am I gonna wear today? I guess there won't be any sun today :(
22077441,@seanlamar919 um maybe. I told my mom I was spending the day with her
22077441,Watchin law abiding citizen..
22077441,It makes me sad that I don't have a puppy
22077441,I can't believe in eating again!
22077441,Starbucks and china 1 makes me a VERY happy girl!!!
22077441,Me too!!! RT @seanlamar919: Did i say... I'm still hungry...
22077441,#FF : @BrittanyBarbee @IVclothing @VinaMills @Iam_MarkyMark cuz were putting on a great fashion show on fri!!!  GLAM &GLORY 6pm BE THERE
22077441,Just watched this dude fix his comb over ! Lol
22077441,Just went to go look at the venue ... It looks good :) I can't wait till fri!!!
22077441,Just got interviewed by the flint journal for my show. GLAM and GLORY! If u aint got a ticket to the show yet u need to see me !
22077441,Where is a good place to go in flint to get my eye brows done ? I can't be walking around like this ! Lol
22077441,And why does it look soo gloomy outside ?!? Imma need the sun to come out to play.. GOOD MORNING YALL !!
22077441,I'm bout to be on that high school ish and be like ... "Don't pull in my drive way, Drop me off @ the corner " smh lol
22077441,Tipsy!! I almost feel like I'm on vacation
22077441,@LovelyJ_Janelle. Did u get my e mail ?
22077441,Currently Drinkin ciroc out a wine glass.m. Classy .. I know!! Lol
22077441,Goin out with some of my cousins tonight :)
22077441,I love getting what I want ... Yay for press for the show !!!!!!
22077441,@seanlamar919 lol I told her I can take her to the vets !!
22077441,My mama said she wanna go out to the club for her birthday... And proceeded to show me her b day pumps lol
22077441,I think most ppl would wait till they finish one show B4 they started planning a 2nd show .. I'm not most ppl
22077441,I need a size 0 model .. I'm on the hunt!! Lol
22077441,Home made mac and chees .. Cabbage .. Yams ... Moms is doing it over here
22077441,@seanlamar919 u should come to the house .
22077441,Well praise GOD !!! My mama is cooking !!!! I'm bout to smash!! Lol
22077441,I made it !!!! Thank ya lord !!  Now get me off of this plane !!!
22077441,@seanlamar919. My flight gets into flint at 5
22077441,The airport is one of my fave places to ppl watch
22077441,It is werid to look outside and not see palm trees and mountains..But there is a lil more green stuff out there.. I can't wait to see grass!
22077441,I'd kill for an AZ raspberry tea right about now ... And it looks cold outside :(
22077441,Ok take off time ... Say a prayer for me ... Smoochies !
22077441,@Jaydenonline thanky :)
22077441,Imma need this man behind me to shut the hell up.. I haven't slept in 2 days.. I don't wanna hear it!
22077441,I'm on the plane .. Finally!!!
22077441,Omg I hate lines
22077441,Imma start flyin firts class ... They get the fast lines
22077441,Why are there this many ppl at the airport this early???
22077441,Who wears stilettos to catch an 8 am flight? ME!!!  Make up, jewelry and all... Can't be looking busted !!
22077441,Yay for 2010!!!  http://myloc.me/4FCMG
22077441,Out here trying to get this money!! Look out world !!  http://myloc.me/4FyAk
22077441,Why am I always on E?!?  http://myloc.me/4FsHl
22077441,On my way to meet with @mrdjmyth to talk about my fashion show in AZ! Then back home to pack .. http://myloc.me/4FsBI
22077441,RT @RevRunWisdom: Love grows where trust is laid,,,, love is destroyed where trust is betrayed http://myloc.me/4FseF
22077441,That side salad and ff from wendy's hit the spot !! If only I could take a nap http://myloc.me/4Fs71
22077441,For real!?! I wanna go with u to get it :) RT @seanlamar919: I'm thinkn about a tattoo.... Ummmm idk http://myloc.me/4Fron
22077441,@2_Dimplez thanks girl!! http://myloc.me/4Fo0S
22077441,Please lord jesus ... Keep me in my right mind .. I've been awake for way tooooo long ..  http://myloc.me/4FnlW
22077441,Breaking from sewing to pack.. I'm super hngry and frustrated right now .... Wooooooosaaaaaa http://myloc.me/4FfQL
22077441,Ughhhhh I'm bout ready to hang myself with this fabric!!! So tired of sewing  http://myloc.me/4F8xH
22077441,Oh yeah... Flint has a high of 62 tomorrow .. I'd like to think that my prayers had something to do with that !! I'll see yall tomorrow!
22077441,Whoo its time for another cup of tea !!!!  http://myloc.me/4F1w7
22077441,Back to work I go! These clothes aren't gonna magically make themselves.. Btw I still haven't packed!!  http://myloc.me/4F0HG
22077441,Just because something is edibale doesn't mean u should eat it  http://myloc.me/4EYWi
22077441,Break time !!!! I eat mad healthy (most of the time ) I always wonder why more ppl don't pay attention to what they put in their bodies
22077441,@Iam_MarkyMark yes http://myloc.me/4EMPf
22077441,Its been a peaceful morning overe here at the seven eighty six headquaters lol just putting finishing touches on garments and packing em up
22077441,Amen!RT @seanlamar919: The cross is empty & my heart is filled http://myloc.me/4EKWT
22077441,Tomorrow is the big day! Either way the collection will be done today
22077441,@mrdjmyth imma wait till I'm 29 lol  http://myloc.me/4Dojj
22077441,@Jaydenonline hahahaha I'm keeping hope alive ... http://myloc.me/4Dn3F
22077441,@Jaydenonline lol it's my back up plan in case I that love and marriage thing doesn't work out lol http://myloc.me/4DlXH
22077441,@mrdjmyth lmao... I gotta have a back up plan  http://myloc.me/4DlAG
22077441,I decided on age 29 ..  http://myloc.me/4Dl6M
22077441,I've actually started thinking about @ what age I wanna just say forget it and go to the sperm bank and have a baby with myself
22077441,I made a super cute shirt today.. I may try to squeeze in it lol  http://myloc.me/4DkMF
22077441,Some ppl take things too seriously...  http://myloc.me/4DjB5
22077441,This is like a re occurring nightmare http://myloc.me/4CMSB
22077441,I'm a lil worried.....  http://myloc.me/4CG2j
22077441,This vegetarian chicken parm is callin my name .. I can't wait to eat!!!  http://myloc.me/4CwIL
